s.no,Headline,Target
397,A Look at Transport ETFs Post Q1 Earnings,0
398,China suspected in hack of journalists at News Corp,0
399,S&P 500 Stumbles as Meta's Biggest One Day Plunge Sinks Tech,0
400,"U.S. senators press U.S. airlines, USDOT on flight cancellations",0
401,"Gap, American Eagle Become Latest Retail Stocks to Fall Hard",0
402,Apples Cook Says Circumventing App Store Would Harm User Privacy,0
403,"Payrolls, Surging Bond Yields, Weak Stocks, Elon Musk - What's Moving Markets",0
404,Carnival Stock Will Be Attractive Below $10,0
405,"Midday Stock Movers: Tesla, Twitter and GE",0
406,'A recession is not inevitable' but stocks are being priced as if it were: Goldman Sachs,0
407,3M expects $300 mln revenue hit from China COVID lockdowns,0
408,How rising mortgage rates are affecting home sales and homebuilders,0
409,FOCUS-$10 toothpaste? U.S. household goods makers face blowback on price hikes,0
410,"HCA Healthcare (HCA) Q1 Earnings Miss, Trims '22 EPS View",0
411,Progressive (PGR) Down 4.4% Since Last Earnings Report: Can It Rebound?,0
412,JPMorgan Chase Survey: Intensified Challenges Push Business Leaders Optimism to Record Lows,0
413,Why Is Hilton Worldwide Holdings Inc. (HLT) Down 1.2% Since Last Earnings Report?,0
414,Nvidia stock drops as China COVID shutdowns weaken outlook,0
415,Will Supply Chain Woes Mar Boston Beer's (SAM) Q4 Earnings?,0
416,Google targeted in fresh EU consumer groups' privacy complaints,0
417,"Boston Beer (SAM) Reports Q1 Loss, Lags Revenue Estimates",0
418,"As Ross Stores Slumps, Here's Our Strategy",0
419,Do Hedge Funds Love LKQ Corporation (LKQ)?,0
420,New Strong Sell Stocks for December 28th,0
421,Vail Resorts (MTN) Q3 Earnings Miss Estimates,0
422,Will Operational Inefficiencies Mar Cummins' (CMI) Q1 Earnings?,0
423,"Southwest Airlines Beats Q3 Estimates, Expects Not To Be Profitable In Q4",0
424,Costco Wholesale Corporation (NASDAQ:COST) Shares Could Be 34% Below Their Intrinsic Value Estimate,0
425,Ensign Group (ENSG) Down 5.1% Despite Q1 Earnings Beat,0
426,TransDigm Group (TDG) Misses Q1 Earnings and Revenue Estimates,0
427,"China's COVID-19 lockdowns really hurt our business, Align Technology CEO says",0
428,Stocks 'still do not look cheap': Goldman Sachs,0
429,Strong Dollar Is Latest Headache for Pricey Software Stocks,0
430,"4 In 10 U.S. Workers Report Increased Burnout, Robert Half Research Shows",0
431,Truist Financial Corporation (TFC) Down 11.8% Since Last Earnings Report: Can It Rebound?,0
432,Conagra shares slump after guidance falls below expectations,0
433,Midday Stock Movers: Stryker and Mullen Automotive Hit by Short Reports,0
434,UPDATE 1-Gold miner Newmont posts fall in first-quarter profit,0
435,Crypto Crash: 10 Biggest Losers,0
436,Bank of America (BAC) Penalized $10M for Illegal Garnishments,0
437,"SHAREHOLDER ALERT: Levi & Korsinsky, LLP Reminds Shareholders of an Investigation Concerning Possible Breaches of Fiduciary Duty by Certain Officers and Directors of Apartment Investment and Management Company - AIV",0
438,Study finds Love Field Airport has $4.8B economic impact for Dallas,0
439,Stock Market Near Session Lows; These Health Care Leaders Tumble,0
440,"Fidelity National Information Services, Inc. (NYSE:FIS) Shares Could Be 39% Below Their Intrinsic Value Estimate",0
441,Inflation and an invitation: Tractor Supply CEO recounts his one-on-one call with President Biden,0
442,Dow Jones Rallies; Drug Giant Pfizer Slides On Earnings,0
443,"Significant slowdown in economic growth looms, strategist says",0
444,Bears Remain in Control of Rockwell Automation,0
445,Dow Futures Trade Lower After Negative Session,0
446,Anna Nikolayevsky Is Selling Off Roblox and These 9 Stocks,0
447,Why Netflix Stock Fell Another 5% Today,0
448,SEC slaps BNY Mellon with $1.5M fine over ESG,0
449,Why This Delivery Stock Could Be Headed for Fresh Lows,0
450,Billionaire Tudor Jones: This is the single biggest threat' to stocks and society  protect yourself now,0
451,Activist Nelson Peltz Gets a Taste of Being the Target,0
452,"UPDATE 3-Tesla cut from S&P 500 ESG Index, and Elon Musk tweets his fury",0
453,Qualcomm's Charts Are in a Quandary,0
454,Western Digital reviewing alternatives after Elliott's push to split,0
455,"Exclusive-California lithium tax would delay shipments to automakers, executives warn",0
456,Plexus (PLXS) Lags Q1 Earnings Estimates,0
457,"Corteva, Inc. (CTVA) Stock Sinks As Market Gains: What You Should Know",0
458,FedEx Earnings Puts ETFs in Focus,0
459,FMC Corporation obtains pre-suit injunction in China for patent infringement,0
460,Will High Demand & Supply Woes Impact Xylem's (XYL) Q4 Earnings?,0
461,Politics Is Key to Making Money in China's New Era of Low Growth,0
462,Alaska Air Group (ALK) Stock Moves -0.22%: What You Should Know,0
463,Investors in Wells Fargo (NYSE:WFC) have unfortunately lost 16% over the last five years,0
464,"Should Weakness in DexCom, Inc.'s (NASDAQ:DXCM) Stock Be Seen As A Sign That Market Will Correct The Share Price Given Decent Financials?",0
465,PPL (PPL) Stock Moves -1.17%: What You Should Know,0
466,"Hallmark Financial (HALL) Down as Q1 Earnings, Revenues Miss",0
467,"Cloudy with chance of hurricanes for Wall Street, bankers say",0
468,Stocks slammed by 'chain reaction'  here's what pros are saying,0
469,"Food stocks: price rises keep inflationary pressure at bay, for now",0
470,Earnings Preview: SVB Financial (SIVB) Q1 Earnings Expected to Decline,0
471,"Wynn Resorts Narrows Losses, Revenue Misses Estimates. Heres What One Analyst Says.",0
472,Macys is losing big time over the long term: Retail expert,0
473,Gap Plunges as Operational Missteps Are Worse Than Expected,0
474,Housing: Existing home sales fall to lowest level since June 2020 as mortgage rates rise,0
475,"ROLLINS INVESTIGATION: Block & Leviton Is Investigating Rollins, Inc. For Potential Securities Law Violations; Investors Who Have Lost Money Are Encouraged to Contact the Firm",0
476,UPDATE 2-Conagra's profit view weighed down by spiraling supply chain costs,0
477,"US STOCKS-Wall St ends up with tech, energy; Target falls after margin warning",0
478,Dow Jones Futures: Stock Market Whipsaws Amid Russia Crude Oil Ban; Apple Slides After iPhone Event,0
479,Broadcom Has a Mixed Story for Traders,0
480,"Illumina (ILMN) Hurt by Rising Costs, Tough Competition",0
481,Why Hanesbrands Stock Was Falling This Week,0
482,Should Investors Worry About Holding Lowe's Stock?,0
483,Procter & Gamble (PG) Stock Sinks As Market Gains: What You Should Know,0
484,Martin Marietta (MLM) Sock Down as Q1 Earnings Miss Estimates,0
485,"ConocoPhillips (COP) Soars to 52-Week High, Time to Cash Out?",0
486,NextEra Energy (NEE) Stock Moves -1.47%: What You Should Know,0
487,Clorox's (NYSE:CLX one-year decrease in earnings delivers investors with a 29% loss,0
488,CVS Health (CVS) Stock Moves -1.75%: What You Should Know,0
489,Analysts Estimate MetLife (MET) to Report a Decline in Earnings: What to Look Out for,0
490,Analysts Estimate CMS Energy (CMS) to Report a Decline in Earnings: What to Look Out for,0
491,"Coty beats profit expectations but comes up shy on revenue, stock falls",0
492,"Arconic to pause new contracts in Russia, will only conduct business there that fulfills existing obligations",0
493,Zimmer Biomet Holdings (NYSE:ZBH) shareholders have endured a 22% loss from investing in the stock a year ago,0
494,Citi suffered tech glitch during height of Covid market stress,0
495,Russia war could further escalate auto prices and shortages,0
496,CarMax (KMX) Q1 2023 Earnings Call Transcript,0
497,"Alnylam (ALNY) Misses on Q1 Earnings, Lowers '22 Revenue View",0
498,Applied Materials Stock Slips on Weak Earnings,0
499,Why Is Mid-America Apartment Communities (MAA) Down 1.3% Since Last Earnings Report?,0
500,BNY Mellon (BK) Fined $11.8M for Breaching Outsourcing Laws,0
501,Fox (FOXA) Down 9.6% Since Last Earnings Report: Can It Rebound?,0
502,DOJ argues former DaVita CEO 'cheated' to control employees as groundbreaking trial begins,0
503,Public Storage (PSA) Stock Sinks As Market Gains: What You Should Know,0
504,Stock Market Recession 2022: 10 Stocks to Sell Now According to Analysts,0
505,Ralph Lauren Corporation Declares Quarterly Dividend,0
506,Estee Lauder exec fired over racist meme: WSJ,0
507,"Aptiv Cuts FY21 Guidance Citing COVID-19 Impact, Chip Shortage",0
508,Is Advanced Micro Devices (NASDAQ:AMD) A Risky Investment?,0
509,Wolfe Research Downgrades Trucking Sector To Underweight; Adjusts Ratings For Related Stocks,0
510,"CVS subsidiary will lay off 71 South Florida employees, shut down facility",0
511,"Energy stocks: Demand destruction is likely to occur, ETF strategist says",0
512,Under Armour CEO Patrik Frisk steps down after two-plus years,0
513,"Campbell (CPB) Q2 Earnings Top Estimates, Sales Decline Y/Y",0
514,Americas cheapest electric car is a Chevy,0
515,National Oilwell (NOV) Posts Wider-Than-Expected Q4 Loss,0
516,Macroeconomic Headwinds to Hit Nvidia for $500 Million,0
517,Mondelez (MDLZ) Down 2.6% Since Last Earnings Report: Can It Rebound?,0
518,SBA Communications Corporation (SBAC) Fell Out Of Favor With Hedge Funds,0
519,Billionaire George Soros is Selling These 10 Stocks in 2022,0
520,Summer sales won't fix Washington's inflation problem: Morning Brief,0
521,Ecolab (ECL) Down 6.6% Since Last Earnings Report: Can It Rebound?,0
522,Goldman Sachs to pay travel expenses for US employees seeking abortion services,0
523,Ameren to close Festus coal plant that's subject of court ruling,0
524,"Manulife (MFC) Q1 Earnings Lag Estimates, Asia Business Soft",0
525,Eversource Energy (ES) Lags Q4 Earnings and Revenue Estimates,0
526,Netflix fires 300 employees as it loses subscribers,0
527,J.P. Morgans Tusa Doesnt Just Hate GE Stock. Now He Hates Pentair Too.,0
528,Texas Instruments Slides After China Lockdowns Hurt Forecast,0
529,"Colgate (CL) Meets Q1 Earnings Estimates, Lowers Sales View",0
530,Trane Technologies Declares Quarterly Dividend,0
531,GTA publisher Take-Two signals drop in demand from pandemic highs,0
532,Walmart (WMT) Stock Moves -1.41%: What You Should Know,0
533,Investors Met With Slowing Returns on Capital At Universal Health Services (NYSE:UHS),0
534,UGI (UGI) Misses Q1 Earnings Estimates,0
535,Why Clorox Sales Tumbled 12% This Week,0
536,"Shopify Shares Hit Two-Year Low on Profit Miss, Softer Outlook",0
537,Factbox-What's in a name? Rebranded McDonald's outlets open in Russia,0
538,Does The J. M. Smucker Company's (NYSE:SJM) Weak Fundamentals Mean That The Market Could Correct Its Share Price?,0
539,Nielsen Holdings stock dives after it rejects acquisition offer,0
540,"Why Is Tandem Diabetes Care, Inc. (TNDM) Down 16.3% Since Last Earnings Report?",0
541,A $97 Million Shortfall Leaves COP26 ETF on Brink of Liquidation,0
542,Honeywell International Inc. (HON) Stock Moves -1.29%: What You Should Know,0
543,BOE Taps Banks for Funds to Increase Scrutiny of Crypto Assets,0
544,Trojan Condom Maker Cautions About Potential Recession Risk,0
545,"Piper Sandler Sees DRAM, NAND Pricing Decline Set To Weigh On Micron - Read Why",0
546,What Does a Stock Price Below Its IPO Price Signal?,0
547,DAT: Fuel Prices Push Truckload Rates Higher in February,0
548,Walgreens halts sale of Boots chain citing tougher financial conditions,0
549,UPDATE 1-Marriott to suspend operations in Russia,0
550,"Economist: 'Consumer is still out there spending' despite slowing growth, inflation",0
551,Toyota Halved Its Stake in Uber Stock,0
552,Iron Mountain (IRM) Dips More Than Broader Markets: What You Should Know,0
553,Lennar Corporation Declares Quarterly Dividends,0
554,"TransDigm Drops Meggitt Chase, Clearing Path for Lower Offer",0
555,Parker-Hannifin Corporation (NYSE:PH) Shares Could Be 39% Below Their Intrinsic Value Estimate,0
556,Property and Casualty Insurers See $5.6B Net Underwriting Loss in Nine Months 2021,0
557,Why Is DXC Technology Company. (DXC) Down 10.2% Since Last Earnings Report?,0
558,Dow Jones Slides After Stock Market Sell-Off; 7 Key Earnings Movers,0
559,Molson Coors Beverage (NYSE:TAP) investors are sitting on a loss of 42% if they invested five years ago,0
560,Parker-Hannifin says a third party hacked its systems on March 14 and may have accessed personal information on workers,0
561,Chevron (CVX) Gains But Lags Market: What You Should Know,0
562,Retailers Brace for Another Week of Earnings As China Lockdowns Hammer the Industry,0
563,Walmart Has a New Way to Take Down Amazon,0
564,Investors Pay The Price When Bloated Companies Lay Off Workers,0
565,The U.S. Shale Patch Is Facing A Plethora Of Problems,0
566,"Stanley Black (SWK) Q1 Earnings Top Estimates, Revenues Miss",0
567,Investors in Invesco (NYSE:IVZ) have unfortunately lost 28% over the last five years,0
568,State Street knocks down Credit Suisse takeover rumours,0
569,Comerica Incorporated (CMA) Down 12% Since Last Earnings Report: Can It Rebound?,0
570,Why Is Citizens Financial Group (CFG) Down 14.3% Since Last Earnings Report?,0
571,Dunkin among a handful of companies to stay mum on Russia stores,0
572,Ross Stores Stock Plummets As Retailer Likens Sector Struggles To 2008 Recession After Q1 Earnings Miss,0
573,Market uncertainty shakes Raymond James' investment banking revenues,0
574,Wynn Resorts (WYNN) Gains But Lags Market: What You Should Know,0
575,"Facing Inflation-Weary Shoppers, Grocers Fight Price Increases",0
576,Investors Could Be Concerned With Southern's (NYSE:SO) Returns On Capital,0
577,Federal prosecutors open criminal inquiry of Wells Fargos hiring practices - NYT,0
578,CORRECTED-US STOCKS-Nasdaq tumbles to lowest close since late 2020,0
579,Deciphera (DCPH) Down Despite Narrower-Than-Expected Q1 Loss,0
580,Ken Fisher is Selling These 10 Stocks in 2022,0
581,Under Armour Stock Closes Down As Analysts Cite Uncertainty in Firms Future,0
582,Big Techs Floor Collapses on Renewed Fears of Bigger Rate Hikes,0
583,"Elliott, Vista Equity to buy software firm Citrix in $16.5 billion deal",0
584,Airline Stocks Hit Turbulence,0
585,Dow Jones Futures Jump: What To Do After Tuesday's Stock Market Surge; Fed Set To Hike Interest Rates,0
586,When Will Gas Prices Finally Go Down?,0
587,Kla Insider Sold Over $385.17 Thousand In Company Stock,0
588,Paychex Declares 20% Increase in Quarterly Dividend,0
589,US STOCKS-Wall St tumbles as weak consumer confidence stokes growth worries,0
590,JPMorgan Lays Off Hundreds in Home Lending After Rate Surge,0
591,Wait for C3.AI to Get Back to $26 Before Buying AI Stock,0
592,IShares MSCI Russia ETF sinks further into record-low territory,0
593,"Kraft Heinz (KHC) Q1 Earnings Top Estimates, Sales Fall Y/Y",0
594,Clorox Stock Falls. Inflation Will Take a Bite Out of Its Profits.,0
595,"Oil: Were not seeing the bounce back wed hope for in supply, energy expert says",0
596,"Goldman Sachs Group (NYSE:GS) sheds 6.3% this week, as yearly returns fall more in line with earnings growth",0
597,Conagra CEO Says Omicron Will Stress Food Supply Chains,0
598,Twitter chief to address London staff in mysterious meeting amid rumours of layoffs,0
599,Estee Lauder Stock Is Sinking Because Russia and China Are Hitting Its Earnings Guidance,0
600,"Franklin Limited Duration Income Trust (""FTF"" or the ""Fund"") Announces Distribution",0
601,Corning (GLW) Lags Q3 Earnings and Revenue Estimates,0
602,Why Cruise Stocks Sank Again on Thursday,0
603,State Street's SSGA set to lose $14 billion Hong Kong ETF mandate -sources,0
604,Earnings Preview: NiSource (NI) Q1 Earnings Expected to Decline,0
605,Carnival Earnings: What Happened with CCL,0
606,Tesco shelves running bare of Heinz products in dispute over pricing,0
607,"Align Technology (ALGN) Q1 Earnings Lag Estimates, Margins Fall",0
608,"Powell Reloaded, German Gas Alarm, Jobless Claims - What's Moving Markets",0
609,McKesson (MCK) Gains But Lags Market: What You Should Know,0
610,How Supply Chain Woes Are Impacting Sherwin-Williams,0
611,AbbVie Declares Quarterly Dividend,0
612,Analysts Estimate Zimmer Biomet (ZBH) to Report a Decline in Earnings: What to Look Out for,0
613,Huntington Bancshares (HBAN) Stock Moves -1.53%: What You Should Know,0
