Text,Speaker,Episode,Season,Show
" Okay. Okay. I am just going to get up, go to work and not think about him all day. Or else I'm just gonna get up and go to work.",MONICA,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" Oh, look, wish me luck!",RACHEL,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 What for?,MONICA,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 I'm gonna go get one of those job things.,RACHEL,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
(EXIT MONICA),,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" IRIDIUM (JUST MONICA, WORKING)",SCENE 5,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
(ENTER FRANNIE),,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" Hey, Monica!",FRANNIE,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" Hey, welcome back! How was Florida?",MONICA,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" You had s*x, didn't you?",FRANNIE,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 How do you do that?,MONICA,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 So? Who?,FRANNIE,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 You know Paul?,MONICA,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" Paul the Wine Guy? Oh yeah, I know Paul.",FRANNIE,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 You mean you know Paul like I know Paul?,MONICA,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" Are you kidding? I take credit for Paul. Y'know before me, there was no snap in his turtle for two years.",FRANNIE,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
(CUT TO THE GANG MINUS RACHEL AT CENTRAL PERK),,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 (PERCHED ON THE SIDE OF THE SOFA)Of course it was a line!,JOEY,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" Why?! Why? Why, why would anybody do something like that?",MONICA,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 I assume we're looking for an answer more sophisticated than 'to get you into bed'.,ROSS,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 Is it me? Is it like I have some sort of beacon that only dogs and men with severe emotional problems can hear?,MONICA,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" All right, c'mere, gimme your feet. (SHE MASSAGES THEM)",PHOEBE,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" I just thought he was nice, y'know?",MONICA,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 (BURSTS OUT LAUGHING AGAIN) I can't believe you didn't know it was a line!,JOEY,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
(MONICA PUSHES HIM OFF THE SOFA. ENTER RACHEL WITH SHOPPING),,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 Guess what?,RACHEL,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 You got a job?,ROSS,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 Are you kidding? I'm trained for nothing! I was laughed out of twelve interviews today.,RACHEL,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 And yet you're surprisingly upbeat.,CHANDLER,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" You would be too if you found John and David boots on sale, fifty percent off!",RACHEL,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" Oh, how well you know me...",CHANDLER,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" They're my new 'I don't need a job, I don't need my parents, I've got great boots' boots!",RACHEL,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 How'd you pay for them?,MONICA,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" Uh, credit card.",RACHEL,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 And who pays for that?,MONICA,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 Um... my... father.,RACHEL,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
"(CUT TO THE GANG AT MONICA + RACHEL'S, SITTING ROUND A TABLE. ON THE TABLE ARE RACHEL'S CREDIT CARDS AND A PAIR OF SCISSORS)",,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" C'mon, you can't live off your parents your whole life.",MONICA,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 I know that. That's why I was getting married.,RACHEL,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" Give her a break, it's hard being on your own for the first time. ",PHOEBE,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 Thank you.,RACHEL,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" You're welcome. I remember when I first came to this city. I was fourteen. My mom had just killed herself and my step-dad was back in prison, and I got here, and I didn't know anybody. And I ended up living with this albino guy who was, like, cleaning windows outside port authority, and then he killed himself, and then I found aromatherapy. So believe me, I know exactly how you feel.",PHOEBE,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
(A PAUSE),,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 The word you're looking for is 'Anyway'...,ROSS,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 You ready?,MONICA,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 I don't think so.,RACHEL,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" C'mon, cut. Cut, cut, cut,...",ROSS,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" Cut, cut, cut, cut, cut, cut, cut... (SHE CUTS THEM ALL UP. THEY CHEER)",ALL,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 Welcome to the real world! It sucks. You're gonna love it!,MONICA,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
"(CUT TO SAME SET. MONICA, RACHEL AND ROSS HAVE JUST FINISHED WATCHING A FILM)",,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" Well, that's it. ",MONICA,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 (TO ROSS) You gonna crash on the couch?,RACHEL,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" No. No, I gotta go home sometime.",ROSS,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 You be okay?,MONICA,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 Yeah.,ROSS,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" Hey Mon, look what I just found on the floor. (MON SMILES) What?",RACHEL,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" That's Paul's watch. You just put it back where you found it. Oh boy. Alright. Goodnight, everybody. (STOMPS ON PAUL'S WATCH AND GOES TO HER ROOM)",MONICA,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" Mmm. (THEY BOTH REACH FOR THE LAST COOKIE) Oh, no-",ROSS,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 Sorry-,RACHEL,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" No no no, go-",ROSS,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" No, you have it, really, I don't want it-",RACHEL,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 Split it?,ROSS,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 Okay.,RACHEL,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" Okay. (THEY SPLIT IT) You know you probably didn't know this, but back in high school, I had a, um, major crush on you.",ROSS,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 I knew.,RACHEL,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 You did! Oh.... I always figured you just thought I was Monica's geeky older brother.,ROSS,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 I did.,RACHEL,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" Oh. Listen, do you think- and try not to let my intense vulnerability become any kind of a factor here- but do you think it would be okay if I asked you out? Sometime? Maybe?",ROSS,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" Yeah, maybe...",RACHEL,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" Okay... okay, maybe I will...",ROSS,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 Goodnight.,RACHEL,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 Goodnight.,ROSS,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
"(EXIT RACHEL TO HER BEDROOM. ENTER MONICA IN DRESSING GOWN, AS ROSS IS LEAVING)",,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" See ya.... Waitwait, what's with you?",MONICA,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 I just grabbed a spoon. (EXIT ROSS),ROSS,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
(CLOSING CREDITS),,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 CENTRAL PERK,CREDITS SCENE,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 I can't believe what I'm hearing here.,JOEY,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 (SINGS) I can't believe what I'm hearing here...,PHOEBE,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 What? I-I said you had a-,MONICA,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 (SINGS) What I said...,PHOEBE,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 (TO PHOEBE) Would you stop?,MONICA,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" Oh, was I doing it again?",PHOEBE,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 (WALKS UP WITH A POT OF COFFEE) Would anybody like more coffee?,RACHEL,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" Did you make it, or are you just serving it?",CHANDLER,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
 I'm just serving it.,RACHEL,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" Yeah. Yeah, I'll have a cup of coffee.",ALL,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
" Kids, new dream... I'm in Las Vegas. I'm Liza Minelli-",CHANDLER,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
END,,Episode-01-The One Where Monica Gets a New Roommate (The Pilot),Season-01,Friends
Originally written by Marta Kauffman and David Crane.,,Episode-02-The One With the Sonogram at the End,Season-01,Friends
Transcribed by guineapig.,,Episode-02-The One With the Sonogram at the End,Season-01,Friends
 CENTRAL PERK,PRE-INTRO SCENE,Episode-02-The One With the Sonogram at the End,Season-01,Friends
(ALL PRESENT),,Episode-02-The One With the Sonogram at the End,Season-01,Friends
" What you guys don't understand is, for us, kissing is as important as any part of it.",MONICA,Episode-02-The One With the Sonogram at the End,Season-01,Friends
" Yeah, right!.......Y'serious?",JOEY,Episode-02-The One With the Sonogram at the End,Season-01,Friends
" Oh, yeah! ",PHOEBE,Episode-02-The One With the Sonogram at the End,Season-01,Friends
 Everything you need to know is in that first kiss.,RACHEL,Episode-02-The One With the Sonogram at the End,Season-01,Friends
 Absolutely.,MONICA,Episode-02-The One With the Sonogram at the End,Season-01,Friends
" Yeah, I think for us, kissing is pretty much like an opening act, y'know? I mean it's like the stand-up comedian you have to sit through before Pink Floyd comes out.",CHANDLER,Episode-02-The One With the Sonogram at the End,Season-01,Friends
" Yeah, and-and it's not that we don't like the comedian, it's that-that... that's not why we bought the ticket.",ROSS,Episode-02-The One With the Sonogram at the End,Season-01,Friends
" The problem is, though, after the concert's over, no matter how great the show was, you girls are always looking for the comedian again, y'know? I mean, we're in the car, we're fighting traffic... basically just trying to stay awake.",CHANDLER,Episode-02-The One With the Sonogram at the End,Season-01,Friends
" Yeah, well, word of advice: Bring back the comedian. Otherwise next time you're gonna find yourself sitting at home, listening to that album alone.",RACHEL,Episode-02-The One With the Sonogram at the End,Season-01,Friends
 (PAUSE)....Are we still talking about s*x?,JOEY,Episode-02-The One With the Sonogram at the End,Season-01,Friends
" MUSEUM OF PREHISTORIC HISTORY (ROSS AND MARSHA ARE SETTING UP AN EXHIBIT, WHICH INCLUDES SOME MANNEQUINS OF CAVE PEOPLE)",SCENE 1,Episode-02-The One With the Sonogram at the End,Season-01,Friends
" No, it's good, it is good, it's just that- mm- doesn't she seem a little angry?",ROSS,Episode-02-The One With the Sonogram at the End,Season-01,Friends
" Well, she has issues.",MARSHA,Episode-02-The One With the Sonogram at the End,Season-01,Friends
 Does she.,ROSS,Episode-02-The One With the Sonogram at the End,Season-01,Friends
" He's out banging other women over the head with a club, while she sits at home trying to get the mastodon smell out of the carpet!",MARSHA,Episode-02-The One With the Sonogram at the End,Season-01,Friends
" Marsha, these are cave people. Okay? They have issues like 'Gee, that glacier's getting kinda close.' See?",ROSS,Episode-02-The One With the Sonogram at the End,Season-01,Friends
" Speaking of issues, isn't that your ex-wife?",MARSHA,Episode-02-The One With the Sonogram at the End,Season-01,Friends
"(CAROL HAS ENTERED BEHIND THEM, OUTSIDE THE EXHIBIT)",,Episode-02-The One With the Sonogram at the End,Season-01,Friends
 (TRYING TO IGNORE HER) No. No.,ROSS,Episode-02-The One With the Sonogram at the End,Season-01,Friends
" Yes, it is. Carol! Hi! ",MARSHA,Episode-02-The One With the Sonogram at the End,Season-01,Friends
" Okay, okay, yes, it is. (WAVING) How about I'll, uh, catch up with you in the Ice Age.",ROSS,Episode-02-The One With the Sonogram at the End,Season-01,Friends
